card_account_id,cc_user_id,account_no,card_no_masked,card_type,product_type,issuing_branch_code_raw,credit_limit,current_balance,available_credit
244,189,CA-2022-0000244,5*** **** **** 4225,JCB,INFINITE,BR-CT01,612063420,291275448,320787972
245,190,CA-2023-0000245,5*** **** **** 9501,MASTERCARD,CLASSIC,HA_NOI_CN1,43166402,1944730,41221672
246,191,CA-2023-0000246,5*** **** **** 8919,JCB,INFINITE,BR-HCM02,361092867,309654169,51438698
247,192,CA-2021-0000247,5*** **** **** 3132,MASTERCARD,PLATINUM,HA_NOI_CN1,195644466,56901430,138743036
248,193,CA-2021-0000248,5*** **** **** 1248,JCB,CLASSIC,CT-01,44889977,26018536,18871441
249,194,CA-2023-0000249,5*** **** **** 5307,VISA,PLATINUM,CN-HCM-01,269984417,204138837,65845580
250,195,CA-2024-0000250,4*** **** **** 2314,MASTERCARD,PLATINUM,DA_NANG_1,286692744,212821727,73871017
251,196,CA-2021-0000251,5*** **** **** 0594,MASTERCARD,PLATINUM,Hai Phong CN1,165412642,105344537,60068105
252,196,CA-2023-0000252,4*** **** **** 7934,JCB,GOLD,HAI_PHONG_1,145746495,1331335,144415160
253,197,CA-2022-0000253,4*** **** **** 4160,VISA,INFINITE,BR-HN01,734495355,126567267,607928088
254,198,CA-2021-0000254,5*** **** **** 6403,MASTERCARD,INFINITE,DA_NANG_1,394884001,261681202,133202799
255,199,CA-2024-0000255,5*** **** **** 5924,MASTERCARD,PLATINUM,CT-01,295747094,250946518,44800576
256,200,CA-2023-0000256,5*** **** **** 5401,JCB,INFINITE,CAN_THO_1,602873853,364271661,238602192
257,201,CA-2021-0000257,5*** **** **** 6142,MASTERCARD,CLASSIC,HP-01,32541647,18529870,14011777
258,202,CA-2023-0000258,4*** **** **** 4642,MASTERCARD,INFINITE,CN-HCM-02,471058631,370695362,100363269
259,203,CA-2024-0000259,5*** **** **** 8950,VISA,CLASSIC,Hai Phong CN1,24833471,17176723,7656748
260,204,CA-2020-0000260,5*** **** **** 9993,MASTERCARD,CLASSIC,BR-DN01,39027404,1567572,37459832
261,205,CA-2021-0000261,5*** **** **** 3360,VISA,CLASSIC,Hai Phong CN1,33565702,19402373,14163329
262,206,CA-2024-0000262,5*** **** **** 9509,MASTERCARD,CLASSIC,CN-HCM-01,29176827,13332423,15844404
263,206,CA-2023-0000263,4*** **** **** 2722,MASTERCARD,PLATINUM,Ho Chi Minh Q1,188309871,3425328,184884543
264,207,CA-2020-0000264,5*** **** **** 2283,JCB,GOLD,DN-01,123445673,105417393,18028280
265,208,CA-2023-0000265,4*** **** **** 5208,MASTERCARD,INFINITE,HA_NOI_CN1,493007440,181232848,311774592
266,208,CA-2022-0000266,5*** **** **** 8344,MASTERCARD,GOLD,BR-HN01,69077012,45892605,23184407
267,209,CA-2022-0000267,4*** **** **** 4657,VISA,PLATINUM,CAN_THO_1,161599468,73270183,88329285
268,209,CA-2021-0000268,5*** **** **** 7670,MASTERCARD,INFINITE,BR-CT01,344760116,283886117,60873999
269,210,CA-2022-0000269,5*** **** **** 5145,VISA,GOLD,BR-HCM01,67499448,52853094,14646354
270,210,CA-2022-0000270,5*** **** **** 5862,JCB,GOLD,CN-HCM-01,148480428,11721235,136759193
271,211,CA-2020-0000271,4*** **** **** 6079,VISA,GOLD,BR-HN01,123968322,69104669,54863653
272,212,CA-2021-0000272,5*** **** **** 2559,VISA,PLATINUM,CAN_THO_1,240616064,54582471,186033593
273,213,CA-2024-0000273,5*** **** **** 1804,VISA,GOLD,HN-01,106135979,33664897,72471082
274,214,CA-2024-0000274,5*** **** **** 9979,VISA,CLASSIC,Ha Noi CN1,39976786,25628477,14348309
275,215,CA-2024-0000275,4*** **** **** 5469,JCB,CLASSIC,Ha Noi CN1,42383114,11042707,31340407
276,216,CA-2023-0000276,5*** **** **** 3405,VISA,INFINITE,BR-HP01,798998327,8913200,790085127
277,217,CA-2021-0000277,4*** **** **** 2530,JCB,CLASSIC,Hai Phong CN1,49926655,10582194,39344461
278,218,CA-2021-0000278,4*** **** **** 8088,MASTERCARD,CLASSIC,Da Nang CN1,48352236,36150208,12202028
279,218,CA-2024-0000279,5*** **** **** 3767,JCB,GOLD,DN-01,85727268,58699405,27027863
280,219,CA-2020-0000280,5*** **** **** 2616,MASTERCARD,CLASSIC,DA_NANG_1,40969824,675504,40294320
281,220,CA-2024-0000281,5*** **** **** 1265,MASTERCARD,CLASSIC,BR-HN01,28389139,3991521,24397618
282,221,CA-2023-0000282,5*** **** **** 0271,MASTERCARD,INFINITE,Ha Noi CN1,494397891,258279368,236118523
283,222,CA-2021-0000283,5*** **** **** 9370,VISA,INFINITE,Can Tho CN1,561795074,330837701,230957373
284,223,CA-2021-0000284,5*** **** **** 2726,VISA,GOLD,Can Tho CN1,76881941,22821182,54060759
285,223,CA-2021-0000285,4*** **** **** 4960,VISA,INFINITE,Can Tho CN1,638463159,513709658,124753501
286,224,CA-2024-0000286,5*** **** **** 9857,MASTERCARD,GOLD,DN-01,144301493,92457638,51843855
287,224,CA-2023-0000287,5*** **** **** 8377,MASTERCARD,PLATINUM,DA_NANG_1,208425034,176163675,32261359
288,225,CA-2022-0000288,5*** **** **** 3214,MASTERCARD,GOLD,BR-HCM02,67066593,4221936,62844657
289,226,CA-2022-0000289,4*** **** **** 6515,VISA,GOLD,BR-HCM01,65846763,36256860,29589903
290,227,CA-2021-0000290,4*** **** **** 5535,JCB,CLASSIC,BR-CT01,33761462,17528056,16233406
291,228,CA-2022-0000291,5*** **** **** 8043,JCB,INFINITE,Can Tho CN1,331378207,143416054,187962153
292,229,CA-2023-0000292,5*** **** **** 4236,MASTERCARD,PLATINUM,Can Tho CN1,176611897,91505317,85106580
293,230,CA-2020-0000293,5*** **** **** 0865,MASTERCARD,CLASSIC,BR-DN01,28278794,12256124,16022670
294,230,CA-2022-0000294,5*** **** **** 2881,MASTERCARD,INFINITE,DN-01,356905334,43155769,313749565
295,231,CA-2020-0000295,5*** **** **** 4614,VISA,CLASSIC,CAN_THO_1,47497847,39425753,8072094
296,232,CA-2023-0000296,5*** **** **** 6032,VISA,CLASSIC,Ho Chi Minh Q1,38965430,5775924,33189506
297,233,CA-2024-0000297,5*** **** **** 5666,JCB,GOLD,Ho Chi Minh Q3,144073084,35674357,108398727
298,234,CA-2024-0000298,5*** **** **** 0147,JCB,PLATINUM,CN-HCM-02,216625015,128762009,87863006
299,234,CA-2020-0000299,4*** **** **** 8064,VISA,INFINITE,CN-HCM-02,673627171,260634482,412992689
300,235,CA-2022-0000300,5*** **** **** 4957,JCB,GOLD,CT-01,148039185,14381594,133657591
301,235,CA-2021-0000301,5*** **** **** 8036,MASTERCARD,CLASSIC,BR-CT01,49378882,30150091,19228791
302,236,CA-2022-0000302,5*** **** **** 0524,MASTERCARD,CLASSIC,Hai Phong CN1,49309889,36505741,12804148
303,237,CA-2023-0000303,5*** **** **** 0815,JCB,CLASSIC,BR-DN01,44273445,39071213,5202232
304,238,CA-2023-0000304,5*** **** **** 1846,JCB,PLATINUM,BR-HN01,167319138,23440125,143879013
305,239,CA-2023-0000305,5*** **** **** 1317,MASTERCARD,GOLD,DA_NANG_1,119109697,65467956,53641741
306,240,CA-2024-0000306,4*** **** **** 7880,MASTERCARD,INFINITE,Hai Phong CN1,437319156,93695743,343623413
307,241,CA-2022-0000307,5*** **** **** 1821,JCB,PLATINUM,BR-HCM01,242943243,142369125,100574118
308,241,CA-2022-0000308,4*** **** **** 6536,MASTERCARD,PLATINUM,BR-HCM01,159943858,7169365,152774493
309,242,CA-2023-0000309,5*** **** **** 4434,MASTERCARD,GOLD,CT-01,133003236,92900480,40102756
310,242,CA-2024-0000310,5*** **** **** 1606,VISA,INFINITE,CAN_THO_1,306722217,192843702,113878515
311,243,CA-2024-0000311,4*** **** **** 5013,VISA,CLASSIC,Can Tho CN1,25480984,12067341,13413643
312,243,CA-2022-0000312,5*** **** **** 1892,MASTERCARD,PLATINUM,BR-CT01,164605057,86550634,78054423
313,244,CA-2022-0000313,5*** **** **** 5861,JCB,CLASSIC,BR-HCM02,20277294,11380133,8897161
314,244,CA-2023-0000314,5*** **** **** 8537,VISA,PLATINUM,HCM_Q3,207757120,1511723,206245397
315,245,CA-2023-0000315,4*** **** **** 7636,VISA,PLATINUM,CN-HCM-02,198606051,111676821,86929230
316,246,CA-2020-0000316,4*** **** **** 8682,JCB,PLATINUM,Can Tho CN1,264687791,228683265,36004526
317,247,CA-2024-0000317,5*** **** **** 8955,VISA,GOLD,CN-HCM-01,148934542,67762705,81171837
318,248,CA-2021-0000318,4*** **** **** 8198,VISA,CLASSIC,HAI_PHONG_1,44183696,3427900,40755796
319,248,CA-2020-0000319,5*** **** **** 9453,JCB,GOLD,Hai Phong CN1,142190996,49452386,92738610
320,249,CA-2022-0000320,5*** **** **** 0396,VISA,PLATINUM,BR-HCM02,222101122,24520132,197580990
321,249,CA-2021-0000321,5*** **** **** 3231,MASTERCARD,GOLD,Ho Chi Minh Q3,142746094,70581738,72164356
322,250,CA-2023-0000322,4*** **** **** 5770,JCB,INFINITE,BR-DN01,657749251,273835229,383914022
323,251,CA-2020-0000323,5*** **** **** 5988,MASTERCARD,GOLD,HN-01,99821140,81305061,18516079
324,252,CA-2024-0000324,5*** **** **** 8571,MASTERCARD,GOLD,Da Nang CN1,97641569,43426856,54214713
325,253,CA-2022-0000325,4*** **** **** 0396,JCB,INFINITE,CN-HCM-02,426221832,8211070,418010762
326,254,CA-2022-0000326,4*** **** **** 6982,JCB,PLATINUM,BR-DN01,235218013,205432036,29785977
327,255,CA-2022-0000327,5*** **** **** 9201,VISA,PLATINUM,HAI_PHONG_1,194999207,122543372,72455835
328,256,CA-2021-0000328,5*** **** **** 7401,JCB,INFINITE,CN-HCM-01,442773071,53740506,389032565
329,257,CA-2022-0000329,4*** **** **** 9246,VISA,GOLD,CAN_THO_1,75377933,9453569,65924364
330,258,CA-2021-0000330,5*** **** **** 7678,VISA,CLASSIC,Can Tho CN1,37360830,19442491,17918339
331,259,CA-2021-0000331,5*** **** **** 5229,VISA,INFINITE,HN-01,440218844,352335121,87883723
332,260,CA-2023-0000332,5*** **** **** 4258,JCB,INFINITE,HP-01,534678932,419229225,115449707
333,261,CA-2022-0000333,4*** **** **** 3595,MASTERCARD,INFINITE,Ha Noi CN1,312272454,126395148,185877306
334,262,CA-2023-0000334,4*** **** **** 2512,MASTERCARD,INFINITE,HP-01,423253845,15518873,407734972
335,263,CA-2021-0000335,5*** **** **** 3642,VISA,INFINITE,HN-01,319979466,255871293,64108173
336,264,CA-2022-0000336,4*** **** **** 5839,MASTERCARD,GOLD,BR-DN01,122711864,50474957,72236907
337,265,CA-2020-0000337,5*** **** **** 9494,MASTERCARD,CLASSIC,Da Nang CN1,38012237,24696798,13315439
338,265,CA-2020-0000338,4*** **** **** 8204,JCB,INFINITE,BR-DN01,355394619,305484281,49910338
339,266,CA-2022-0000339,5*** **** **** 9671,MASTERCARD,INFINITE,BR-HP01,723532844,130057593,593475251
340,267,CA-2022-0000340,4*** **** **** 0763,JCB,CLASSIC,Hai Phong CN1,31988100,11623816,20364284
341,268,CA-2023-0000341,4*** **** **** 1354,JCB,GOLD,CT-01,57461243,34505431,22955812
342,269,CA-2020-0000342,4*** **** **** 3633,VISA,GOLD,HA_NOI_CN1,66998699,14894485,52104214
343,270,CA-2023-0000343,5*** **** **** 9811,VISA,CLASSIC,BR-HP01,47332193,8787298,38544895
344,270,CA-2024-0000344,5*** **** **** 1483,MASTERCARD,INFINITE,HP-01,643146950,254567148,388579802
345,271,CA-2024-0000345,4*** **** **** 4997,JCB,CLASSIC,Da Nang CN1,47265982,25728770,21537212
346,272,CA-2021-0000346,4*** **** **** 4660,JCB,GOLD,BR-HCM02,77605455,14899479,62705976
347,272,CA-2021-0000347,4*** **** **** 7354,JCB,INFINITE,Ho Chi Minh Q3,301886509,79571324,222315185
348,273,CA-2021-0000348,4*** **** **** 8613,JCB,GOLD,HP-01,99537948,67615421,31922527
349,274,CA-2023-0000349,4*** **** **** 9085,JCB,PLATINUM,HAI_PHONG_1,222861524,176191906,46669618
350,275,CA-2024-0000350,5*** **** **** 9709,MASTERCARD,PLATINUM,HA_NOI_CN1,234744017,124960946,109783071
351,276,CA-2020-0000351,4*** **** **** 4873,MASTERCARD,PLATINUM,Can Tho CN1,235974166,18095944,217878222
352,277,CA-2022-0000352,5*** **** **** 3885,MASTERCARD,CLASSIC,Hai Phong CN1,34756756,3749136,31007620
353,278,CA-2022-0000353,5*** **** **** 2742,JCB,PLATINUM,Ho Chi Minh Q3,294573358,253521548,41051810
354,278,CA-2024-0000354,5*** **** **** 2423,VISA,PLATINUM,HCM_Q3,189995864,7900151,182095713
355,279,CA-2021-0000355,5*** **** **** 2798,JCB,PLATINUM,Ha Noi CN1,173377223,83136546,90240677
356,280,CA-2020-0000356,4*** **** **** 0676,VISA,PLATINUM,CAN_THO_1,218937389,58648208,160289181
357,280,CA-2024-0000357,5*** **** **** 8977,JCB,GOLD,CT-01,89332191,47523368,41808823
358,281,CA-2024-0000358,5*** **** **** 1374,VISA,INFINITE,BR-DN01,670932486,208764541,462167945
359,282,CA-2020-0000359,5*** **** **** 0558,JCB,INFINITE,HA_NOI_CN1,491503479,307119671,184383808
360,283,CA-2023-0000360,4*** **** **** 2230,MASTERCARD,GOLD,CT-01,55950197,5027936,50922261
361,283,CA-2024-0000361,4*** **** **** 2380,VISA,CLASSIC,Can Tho CN1,34294958,18547581,15747377
362,284,CA-2024-0000362,4*** **** **** 5574,VISA,CLASSIC,Ho Chi Minh Q3,36178555,22347120,13831435
363,284,CA-2020-0000363,4*** **** **** 5947,JCB,PLATINUM,Ho Chi Minh Q3,171753358,48284098,123469260
364,285,CA-2020-0000364,4*** **** **** 2627,VISA,PLATINUM,Ha Noi CN1,153980197,79669904,74310293
365,286,CA-2023-0000365,4*** **** **** 1648,MASTERCARD,GOLD,DA_NANG_1,139905001,18799419,121105582
366,287,CA-2022-0000366,4*** **** **** 8554,MASTERCARD,PLATINUM,Ho Chi Minh Q1,181505585,28718801,152786784
367,287,CA-2024-0000367,5*** **** **** 3953,MASTERCARD,GOLD,BR-HCM01,123506448,104527494,18978954
368,288,CA-2021-0000368,5*** **** **** 4566,MASTERCARD,PLATINUM,HP-01,290980267,193272914,97707353
369,289,CA-2023-0000369,4*** **** **** 9607,JCB,GOLD,BR-HN01,98833564,45921970,52911594
370,290,CA-2022-0000370,4*** **** **** 2867,JCB,PLATINUM,DN-01,281019390,92660968,188358422
371,290,CA-2021-0000371,5*** **** **** 3726,MASTERCARD,GOLD,DN-01,121814272,31167814,90646458
372,291,CA-2020-0000372,5*** **** **** 8695,MASTERCARD,CLASSIC,BR-HN01,25868930,10813691,15055239
373,291,CA-2020-0000373,4*** **** **** 1822,JCB,CLASSIC,Ha Noi CN1,38180223,24832433,13347790
374,292,CA-2022-0000374,4*** **** **** 7771,MASTERCARD,CLASSIC,DN-01,24828627,5119234,19709393
375,293,CA-2022-0000375,5*** **** **** 3942,VISA,INFINITE,Hai Phong CN1,521335763,380976483,140359280
376,294,CA-2021-0000376,4*** **** **** 5006,VISA,INFINITE,BR-HCM02,555566056,137352048,418214008
377,295,CA-2021-0000377,5*** **** **** 2031,VISA,INFINITE,Da Nang CN1,437967903,231898512,206069391
378,296,CA-2023-0000378,5*** **** **** 0434,JCB,PLATINUM,Can Tho CN1,165100752,22316825,142783927
379,297,CA-2023-0000379,5*** **** **** 6092,JCB,CLASSIC,BR-CT01,22255319,14422676,7832643
380,298,CA-2024-0000380,5*** **** **** 4316,MASTERCARD,INFINITE,HCM_Q3,743762723,356978756,386783967
381,299,CA-2023-0000381,5*** **** **** 6720,JCB,INFINITE,CN-HCM-01,301019711,15416288,285603423
382,299,CA-2024-0000382,4*** **** **** 7376,VISA,GOLD,CN-HCM-01,133662871,62446728,71216143
383,300,CA-2024-0000383,4*** **** **** 6350,VISA,GOLD,CAN_THO_1,101221166,7826654,93394512
384,300,CA-2022-0000384,5*** **** **** 0689,MASTERCARD,PLATINUM,CT-01,290439028,159580115,130858913
385,301,CA-2024-0000385,4*** **** **** 4150,JCB,CLASSIC,HAI_PHONG_1,24711054,20762632,3948422
386,301,CA-2023-0000386,4*** **** **** 0005,MASTERCARD,GOLD,HAI_PHONG_1,75574821,57913457,17661364
387,302,CA-2023-0000387,4*** **** **** 5330,MASTERCARD,INFINITE,Da Nang CN1,590507402,384577201,205930201
388,302,CA-2020-0000388,5*** **** **** 3318,VISA,INFINITE,Da Nang CN1,630432449,348110691,282321758
389,303,CA-2024-0000389,4*** **** **** 4965,MASTERCARD,GOLD,Ho Chi Minh Q1,114808092,64767856,50040236
390,303,CA-2023-0000390,4*** **** **** 5365,MASTERCARD,PLATINUM,BR-HCM01,181049262,72658574,108390688
391,304,CA-2022-0000391,4*** **** **** 9333,JCB,PLATINUM,DN-01,259586707,210904670,48682037
392,305,CA-2023-0000392,5*** **** **** 8697,MASTERCARD,CLASSIC,HN-01,33570413,3077440,30492973
393,305,CA-2020-0000393,4*** **** **** 9523,VISA,CLASSIC,Ha Noi CN1,22336073,18724400,3611673
394,306,CA-2023-0000394,5*** **** **** 9280,VISA,PLATINUM,Ho Chi Minh Q3,261880303,209834633,52045670
395,306,CA-2022-0000395,4*** **** **** 1905,VISA,CLASSIC,CN-HCM-02,32442760,9640984,22801776
396,307,CA-2024-0000396,5*** **** **** 1519,VISA,CLASSIC,DA_NANG_1,48243329,35955394,12287935
397,307,CA-2021-0000397,5*** **** **** 5951,VISA,INFINITE,Da Nang CN1,510624479,372404427,138220052
398,308,CA-2023-0000398,4*** **** **** 8430,JCB,GOLD,BR-CT01,132306847,2982990,129323857
399,309,CA-2021-0000399,5*** **** **** 1974,JCB,CLASSIC,BR-CT01,40301028,11629240,28671788
400,310,CA-2020-0000400,4*** **** **** 8887,MASTERCARD,INFINITE,HCM_Q1,583696209,476543114,107153095
401,310,CA-2022-0000401,5*** **** **** 5475,VISA,INFINITE,HCM_Q1,598021928,512350780,85671148
402,311,CA-2023-0000402,5*** **** **** 0228,MASTERCARD,CLASSIC,HCM_Q1,39258381,4686497,34571884
403,312,CA-2020-0000403,4*** **** **** 5720,VISA,PLATINUM,Ha Noi CN1,240649329,210313441,30335888
404,313,CA-2024-0000404,5*** **** **** 5010,JCB,INFINITE,BR-HCM01,430455957,283206211,147249746
405,314,CA-2024-0000405,4*** **** **** 9488,MASTERCARD,PLATINUM,CT-01,187600303,27490658,160109645
406,315,CA-2024-0000406,5*** **** **** 2728,JCB,GOLD,HP-01,82459110,4799169,77659941
407,316,CA-2022-0000407,4*** **** **** 7390,JCB,CLASSIC,BR-CT01,36719505,6146136,30573369
408,317,CA-2022-0000408,4*** **** **** 1995,VISA,INFINITE,DA_NANG_1,328777495,2522115,326255380
409,317,CA-2021-0000409,4*** **** **** 5498,MASTERCARD,CLASSIC,Da Nang CN1,30205174,4624308,25580866
410,318,CA-2022-0000410,5*** **** **** 7206,VISA,CLASSIC,DN-01,37873986,27258324,10615662
411,319,CA-2024-0000411,5*** **** **** 5513,MASTERCARD,CLASSIC,HAI_PHONG_1,30692372,11020958,19671414
412,320,CA-2023-0000412,5*** **** **** 6708,MASTERCARD,GOLD,CAN_THO_1,114478434,69295419,45183015
413,321,CA-2023-0000413,5*** **** **** 2171,VISA,INFINITE,CN-HCM-01,715748306,127958818,587789488
414,321,CA-2021-0000414,4*** **** **** 5426,MASTERCARD,PLATINUM,BR-HCM01,275000087,85351156,189648931
415,322,CA-2022-0000415,5*** **** **** 5855,VISA,PLATINUM,CT-01,167815392,61013389,106802003
416,323,CA-2022-0000416,5*** **** **** 2650,MASTERCARD,GOLD,HA_NOI_CN1,90817196,73504198,17312998
417,323,CA-2021-0000417,5*** **** **** 5723,MASTERCARD,CLASSIC,Ha Noi CN1,44772987,19345617,25427370
418,324,CA-2024-0000418,5*** **** **** 8654,JCB,INFINITE,Ha Noi CN1,552671037,331220270,221450767
419,325,CA-2022-0000419,5*** **** **** 9090,VISA,PLATINUM,HA_NOI_CN1,172059342,135930423,36128919
420,326,CA-2021-0000420,4*** **** **** 3754,VISA,PLATINUM,BR-HN01,225149573,103932267,121217306
421,327,CA-2021-0000421,4*** **** **** 7023,MASTERCARD,GOLD,HCM_Q3,123493107,104259372,19233735
422,327,CA-2021-0000422,5*** **** **** 8621,MASTERCARD,GOLD,BR-HCM02,71169280,9336421,61832859
423,328,CA-2024-0000423,5*** **** **** 0662,JCB,GOLD,Da Nang CN1,104629608,91884585,12745023
424,329,CA-2022-0000424,5*** **** **** 6272,MASTERCARD,GOLD,HP-01,148907678,130847745,18059933
425,330,CA-2024-0000425,4*** **** **** 7942,JCB,INFINITE,BR-HN01,649191607,321076257,328115350
426,330,CA-2023-0000426,4*** **** **** 8658,MASTERCARD,PLATINUM,HA_NOI_CN1,224893300,22843937,202049363
427,331,CA-2022-0000427,4*** **** **** 4544,JCB,GOLD,BR-CT01,137070623,35001725,102068898
428,332,CA-2020-0000428,5*** **** **** 9552,VISA,CLASSIC,CN-HCM-02,48517851,8389354,40128497
429,333,CA-2022-0000429,4*** **** **** 8820,JCB,INFINITE,Can Tho CN1,735566763,511973071,223593692
430,334,CA-2023-0000430,4*** **** **** 1312,VISA,INFINITE,Ha Noi CN1,704581005,105356707,599224298
431,335,CA-2020-0000431,5*** **** **** 4813,MASTERCARD,PLATINUM,BR-HN01,170623667,21198423,149425244
432,335,CA-2023-0000432,5*** **** **** 4887,MASTERCARD,PLATINUM,HN-01,269574186,43267847,226306339
433,336,CA-2020-0000433,5*** **** **** 1242,JCB,INFINITE,Hai Phong CN1,773419336,432559662,340859674
434,337,CA-2024-0000434,5*** **** **** 0498,JCB,CLASSIC,HN-01,37025167,22018567,15006600
435,338,CA-2023-0000435,5*** **** **** 8980,VISA,PLATINUM,BR-HCM01,262026648,127587310,134439338
436,339,CA-2022-0000436,5*** **** **** 3094,VISA,GOLD,HP-01,121539207,49327171,72212036
437,340,CA-2022-0000437,5*** **** **** 9988,JCB,CLASSIC,BR-DN01,34859706,11498377,23361329
438,340,CA-2020-0000438,4*** **** **** 7675,JCB,INFINITE,DA_NANG_1,628250031,103783167,524466864
439,341,CA-2024-0000439,4*** **** **** 8117,MASTERCARD,INFINITE,BR-HCM01,653123205,18964983,634158222
440,341,CA-2024-0000440,4*** **** **** 7414,JCB,CLASSIC,HCM_Q1,21667181,2656054,19011127
441,342,CA-2023-0000441,4*** **** **** 7062,VISA,GOLD,HN-01,72394568,4819980,67574588
442,343,CA-2020-0000442,5*** **** **** 7258,MASTERCARD,CLASSIC,HAI_PHONG_1,30437535,26683734,3753801
443,344,CA-2021-0000443,4*** **** **** 9179,JCB,CLASSIC,BR-HCM02,38502469,26719042,11783427
444,345,CA-2021-0000444,5*** **** **** 3941,MASTERCARD,CLASSIC,BR-CT01,32547721,17569523,14978198
445,346,CA-2023-0000445,5*** **** **** 4006,VISA,INFINITE,BR-DN01,672591915,430530112,242061803
446,346,CA-2023-0000446,5*** **** **** 9316,VISA,CLASSIC,DA_NANG_1,23229071,1618128,21610943
447,347,CA-2023-0000447,5*** **** **** 0465,JCB,INFINITE,CT-01,581193439,114952878,466240561
448,347,CA-2022-0000448,5*** **** **** 6784,JCB,GOLD,BR-CT01,115032198,22969996,92062202
449,348,CA-2023-0000449,5*** **** **** 1126,VISA,INFINITE,Ha Noi CN1,678662446,428552194,250110252
450,349,CA-2022-0000450,5*** **** **** 5752,JCB,CLASSIC,BR-HP01,31373707,899241,30474466
451,350,CA-2024-0000451,4*** **** **** 0702,JCB,INFINITE,Ho Chi Minh Q3,539667990,349343256,190324734
452,350,CA-2024-0000452,4*** **** **** 1031,VISA,CLASSIC,CN-HCM-02,37957865,9322076,28635789
453,351,CA-2022-0000453,4*** **** **** 3994,VISA,CLASSIC,BR-HN01,39000972,29413535,9587437
454,351,CA-2021-0000454,5*** **** **** 9305,JCB,PLATINUM,HA_NOI_CN1,199070124,15380782,183689342
455,352,CA-2022-0000455,4*** **** **** 6684,VISA,GOLD,HN-01,100742584,54504819,46237765
456,352,CA-2021-0000456,5*** **** **** 5841,JCB,PLATINUM,HA_NOI_CN1,169551973,148107719,21444254
457,353,CA-2021-0000457,5*** **** **** 1878,VISA,PLATINUM,HA_NOI_CN1,219725087,56916521,162808566
458,354,CA-2021-0000458,4*** **** **** 6676,MASTERCARD,INFINITE,Ho Chi Minh Q1,574165786,75874736,498291050
459,354,CA-2023-0000459,4*** **** **** 5888,VISA,INFINITE,BR-HCM01,602423951,370936615,231487336
460,355,CA-2023-0000460,4*** **** **** 0641,VISA,PLATINUM,BR-DN01,236791570,207515,236584055
461,356,CA-2024-0000461,5*** **** **** 9344,JCB,GOLD,BR-HN01,132890374,106889572,26000802
462,356,CA-2022-0000462,4*** **** **** 3928,MASTERCARD,GOLD,Ha Noi CN1,86654773,75156083,11498690
463,357,CA-2024-0000463,5*** **** **** 2334,JCB,INFINITE,CT-01,731437605,323030476,408407129
464,358,CA-2020-0000464,4*** **** **** 9562,VISA,CLASSIC,BR-HN01,47393883,12668817,34725066
465,359,CA-2024-0000465,4*** **** **** 6689,JCB,CLASSIC,HAI_PHONG_1,21238568,6774985,14463583
466,360,CA-2020-0000466,5*** **** **** 1838,VISA,INFINITE,HA_NOI_CN1,714661806,400916223,313745583
467,360,CA-2023-0000467,5*** **** **** 2609,MASTERCARD,CLASSIC,BR-HN01,26853303,5353179,21500124
468,361,CA-2024-0000468,5*** **** **** 5208,MASTERCARD,GOLD,Ho Chi Minh Q1,145600678,50376589,95224089
